13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,935.0,9.0
13.0,935.0,9.0
13.0,936.0,9.0
12.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
12.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
12.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
12.0,936.0,9.0
13.0,936.0,9.0
12.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,8.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,8.0
13.0,936.0,9.0
13.0,936.0,9.0
13.0,936.0,8.0
13.0,936.0,9.0
12.0,936.0,9.0
13.0,936.0,9.0
2017-03-27 16:06:31.931880,"[12.0, 939.0, 9.0]"
2017-03-27 16:06:32.034148,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:32.132471,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:32.234981,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:32.337276,"[12.0, 938.0, 8.0]"
2017-03-27 16:06:32.435665,"[13.0, 938.0, 8.0]"
2017-03-27 16:06:32.538107,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:32.636407,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:32.738474,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:32.841026,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:32.939541,"[12.0, 939.0, 9.0]"
2017-03-27 16:06:33.041680,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.143955,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:33.242340,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.344955,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.442978,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.545801,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.647823,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.746122,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.848418,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:33.947084,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:34.049418,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:34.151715,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:34.249920,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:34.352682,"[12.0, 938.0, 9.0]"
2017-03-27 16:06:34.450596,"[12.0, 938.0, 9.0]"
2017-03-27 16:06:34.552991,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:34.655453,"[12.0, 938.0, 9.0]"
2017-03-27 16:06:34.753664,"[12.0, 938.0, 9.0]"
2017-03-27 16:06:34.856302,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:34.954593,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:35.056702,"[13.0, 938.0, 8.0]"
2017-03-27 16:06:35.159280,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:35.257779,"[13.0, 938.0, 8.0]"
2017-03-27 16:06:35.359983,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:35.458390,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:35.560668,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:35.663011,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:35.761185,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:35.863721,"[13.0, 938.0, 8.0]"
2017-03-27 16:06:35.961959,"[13.0, 938.0, 8.0]"
2017-03-27 16:06:36.064600,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:36.167011,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:36.265202,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:36.367620,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:36.466039,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:36.568267,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:36.670558,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:36.769200,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:36.871292,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:36.973676,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:37.072056,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.174216,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.272806,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.375095,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.477579,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.575766,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.678878,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.776403,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.878996,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:37.981230,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:38.079617,"[12.0, 938.0, 9.0]"
2017-03-27 16:06:38.181836,"[13.0, 939.0, 9.0]"
2017-03-27 16:06:38.280303,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:38.382734,"[13.0, 938.0, 9.0]"
2017-03-27 16:06:38.484974,"[13.0, 938.0, 9.0]"
